t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,omega_0,servo_0_0,omega_1,servo_1_0,omega_2,servo_2_0,omega_3,servo_3_0
0.01,-1.5914601929222254e-10,-1.5914875981653397e-10,-0.0004104539291647296,-6.366014657430811e-08,-6.3657765156925e-08,-0.07540190698809926,0.9999999996595529,1.3862396875180395e-05,-1.386356578423185e-05,1.7220039347659877e-05,0.005544857767301082,-0.00554552728325288,0.006888015741661493,0.7377852962209841,0.0,0.0,0.0,0.6991961226503894,0.0,0.0,0.0
0.02,-7.622602325132006e-09,-7.622481091473396e-09,-0.0012754451308769096,-1.968229441796146e-06,-1.9682257528817705e-06,-0.09399852743968454,0.9999999867801566,8.623952793278118e-05,-8.625426901550768e-05,0.00010752967835473066,0.023405766264215533,-0.023410982537157694,0.029235840144850356,1.3286845903542002,0.0,0.0,0.0,1.2596709569699618,0.0,0.0,0.0
0.03,-8.4167317849174e-08,-8.417729063208128e-08,-0.0021554480978867433,-1.604259397957192e-05,-1.60464913753159e-05,-0.08116077936957558,0.9999998558836557,0.0002840086915436034,-0.000284071408702048,0.00035619540326916824,0.05570280385803635,-0.055714979019654276,0.07023045705816393,1.7989160224326393,0.0,0.0,0.0,1.7067787440767384,0.0,0.0,0.0
0.04,-4.808807310270674e-07,-4.811233185997517e-07,-0.0028110992639139095,-7.111472527603852e-05,-7.117572180521099e-05,-0.05115695274299152,0.9999991744787758,0.0006771835409977024,-0.000677298550578423,0.0008565809275613069,0.10157271639519526,-0.10157044512337157,0.12992383360265747,2.1694046847850568,0.0,0.0,0.0,2.0609924297063,0.0,0.0,0.0
0.05,-1.858809664006234e-06,-1.8610963354342179e-06,-0.0031317573863958504,-0.00022103365587580366,-0.0002214726293711438,-0.015424761200960833,0.9999967981790945,0.0013267692984976788,-0.0013267180408365075,0.001697979381997704,0.1582799677727908,-0.1581800731943257,0.20663608062556915,2.4569718696916727,0.0,0.0,0.0,2.338830110328785,0.0,0.0,0.0
0.060000000000000005,-5.540418040047345e-06,-5.5535643999397515e-06,-0.003097027243082933,-0.0005440159788590488,-0.0005460544539702684,0.02094365737038223,0.9999904375271963,0.002277395200420399,-0.002276372800574131,0.0029591302665239903,0.22202147519974835,-0.2216361663331355,0.2978267033198786,2.6753114093131405,0.0,0.0,0.0,2.553684057855503,0.0,0.0,0.0
0.07,-1.3718845455463781e-05,-1.3773608667773743e-05,-0.002664870779739221,-0.0011349489714999376,-0.0011420213845498846,0.06452627598676154,0.9999763167815797,0.0035534626874994917,-0.0035495897909764156,0.004705230124262731,0.2885370563853177,-0.2875388627556157,0.4006217496053451,2.835608609428069,0.0,0.0,0.0,2.7163543135897035,0.0,0.0,0.0
0.08,-2.956495741352364e-05,-2.9746095638648262e-05,-0.0017921117131673991,-0.0020929357886756714,-0.0021128168141958175,0.10809493875849044,0.9999490375895369,0.005157955722148026,-0.0051477794315933755,0.00698699375545906,0.3535752100154229,-0.35147975227819217,0.5121081084591138,2.946851036596386,0.0,0.0,0.0,2.835317053907044,0.0,0.0,0.0
0.09,-5.720076290895584e-05,-5.770399206998753e-05,-0.000521631895671738,-0.003507388545455171,-0.0035550212444261965,0.14319728372495427,0.9999016967506781,0.007073283737900996,-0.00705138159940296,0.009840909822861633,0.41325133586850704,-0.4094083201808616,0.629518170847166,3.0165911579972438,0.0,0.008848696682370276,0.0,2.9174930065269487,0.0,0.0,0.0
0.09999999999999999,-0.00010155005166341416,-0.00010277178623321667,0.0010361537783181323,-0.005447576296869271,-0.005549202999803267,0.1671978014916259,0.9998262407861557,0.009269258887947688,-0.009216663977933508,0.01328992747037165,0.46657296425850125,-0.4556246557020699,0.750183063459108,3.0512847185987604,0.0,0.15214335657947056,0.0,2.9685927741588696,0.0,0.0,0.0
0.10999999999999999,-0.00016810151177583426,-0.00017079550255208047,0.0028310728514302683,-0.007955365249070437,-0.008159019553796113,0.1917819116933327,0.9997139926333989,0.01172191627491703,-0.011563336147013962,0.017344130134694054,0.5173339750616001,-0.4811963248579923,0.8714604677106672,3.0564035520978656,0.0,0.33094414300900643,0.0,2.9932477328563007,0.0,0.0,0.0
0.11999999999999998,-0.00026257728478318787,-0.00026818067053280286,0.00487344562821004,-0.011033486000222407,-0.011433422597205901,0.21668722209947558,0.9995562352480121,0.01443075956799004,-0.01396437130140106,0.0220018646446697,0.5716726105939676,-0.4765178169630531,0.9908867311826203,3.0362946544992298,0.0,0.5240266478974237,0.0,2.994905377396585,0.0,0.0,0.0
