t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,omega_0,servo_0_0,omega_1,servo_1_0,omega_2,servo_2_0,omega_3,servo_3_0
0.01,3.755459046945765e-05,-4.2994777311444953e-07,-0.00032604960028098694,0.007510742808794219,-8.608948532932878e-05,-0.0598964776065076,0.9999999997270429,1.0717250918639464e-05,-2.0493552397964974e-05,-3.326964257395244e-06,0.004286376022662435,-0.008197719545169117,-0.0013306854154575393,1.0274980096341082,0.392699084286249,1.0239923678134946,0.39269908512305,1.0246252699381515,-0.3926990849600335,1.004707794213773,-0.39269908531741626
0.02,0.00039122859362920073,1.5460271355312936e-05,-0.0008461394615600903,0.06321862937554283,0.0032627540064980734,-0.04432903040987626,0.9999999717558901,6.1043943002501e-05,-0.0002295860585729889,-7.218618917930224e-06,0.015838278059007435,-0.07544022647052118,-0.000222089207062264,1.973622608658077,0.7563124593945457,2.113095708298724,0.8050331172987828,2.0100152877606545,-0.7940679723867925,2.0560712142878934,-0.8050331236326049
0.03,0.0015466410289035227,0.00014223053486291172,-0.0008601276689601812,0.167839935579413,0.02208806981723635,0.037711279173757384,0.9999997680820122,0.00014084241663017395,-0.0006658787471210348,2.4595182921550524e-05,0.016084523632066708,-0.09907417956813944,0.012952955197297444,2.7117907012218163,0.6287380567255767,3.050107039375856,0.8088731060946351,2.837248702583465,-0.6368156448588067,2.9150481790009786,-0.8494898695698744
0.04,0.003852133154016564,0.0005356959390090421,0.0004308534208759463,0.2932295208929576,0.05660430130285294,0.21858693305706844,0.999999504836134,0.00016494555326338183,-0.0009795397230010184,6.0187859095029936e-05,-0.006423858364393402,-0.026385148949367526,0.0012925003422858076,3.3055746743275614,0.4514221062508358,3.7199460918823473,0.6770580948000968,3.469945655313643,-0.42034217809733176,3.5384778848580147,-0.7299105553349761
0.05,0.007555169865482032,0.0012820308044374832,0.0038516164165939117,0.44738870813632725,0.0926666684478316,0.4655603838323822,0.9999995984783563,0.00011982923913061294,-0.0008873008043280229,3.717159223089841e-05,-0.011609319934077227,0.06328053259986516,-0.01049215496553893,3.7159448604417706,0.475087521852025,4.142869292876608,0.6344591762329584,3.875092230868409,-0.430929920710869,3.9559710156515893,-0.7000866720873046
0.060000000000000005,0.012913668779246039,0.002372163230619233,0.0099058625730576,0.6243666925711584,0.12536051437159434,0.7452627306797857,0.9999998943894447,8.584057041804917e-05,-0.0004508921950108051,-2.3432904824254485e-05,-0.0019899209053441808,0.11127815592360446,-0.013759868592545365,3.9280648101474656,0.5209577608439363,4.343919859408695,0.6318366471897399,4.06777572905768,-0.4821000287164234,4.1722606068023245,-0.6956973941903666
0.07,0.019969791789635198,0.0037855930492073308,0.018821877070436602,0.7869335299100157,0.1573217270929793,1.0379090114484213,0.999999983791427,8.117952698945285e-05,0.00012316538679308362,-0.0001032361091617713,0.00010864515880773182,0.1183412060282313,-0.018180307207377518,3.940261661661376,0.4609337489070908,4.330571653377583,0.5839566725938699,4.056084387851015,-0.43625460928074977,4.183705721212709,-0.6302557187478794
0.08,0.028426605822796054,0.00549234026837752,0.03056981124287022,0.9045011555098265,0.18402360328597114,1.311655392799561,0.999999736663001,9.074119249974209e-05,0.0006977106476016884,-0.00017787696741748246,0.0036924747626601623,0.11147459752630794,-0.011693148517606222,3.7442178273938076,0.34311606203978284,4.092388363882971,0.4726578711588013,3.829372719909381,-0.3390930498440141,3.9778103216874254,-0.5049419113294489
0.09,0.03767639756573969,0.007372502074253384,0.0447366528815903,0.9455164587890673,0.19200165682005438,1.5217052299571845,0.9999991561148722,0.00015697018638313645,0.0012741630072366976,-0.00019909568524853396,0.02276136531306763,0.11910711679394272,0.0032065907517943356,3.2914006416022596,0.15416567382087376,3.5778690329463383,0.19142966663188588,3.3216664667080478,-0.1608207732434798,3.5171679510466145,-0.22049912480886374
0.09999999999999999,0.04694068407280963,0.009244771559744134,0.060425051363675084,0.9074002910962534,0.18244173255802185,1.6159857158180115,0.9999975721481161,0.0002440528728107524,0.0021821324351369116,0.00018556083060761674,0.011767486847027052,0.24411612249516396,0.1506392160913489,2.6331756977299636,-0.333759225161045,2.862317413793529,-0.3334951440172944,2.657357608450651,0.1183039038048678,2.813809195171755,0.3126573125027943
