t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,omega_0,servo_0_0,omega_1,servo_1_0,omega_2,servo_2_0,omega_3,servo_3_0
0.01,4.609864267717264e-07,2.2938816034681143e-07,-0.000419857308965505,9.219859186250638e-05,4.580952956116174e-05,-0.07712934217575824,0.9999999990847465,4.2481995942149425e-05,7.702074523823721e-07,-5.019351940328927e-06,0.016992807770544287,0.0003075841580175204,-0.002007738755342236,0.40208624843388985,0.020419412873417496,0.5326155268207813,0.0305445157272018,0.2803288551352536,-0.020419412873417496,0.4428241421767783,-0.0305445157272018
0.02,4.450180743304018e-06,2.2008786029956924e-06,-0.0013247046888133396,0.0007056577315764488,0.0003473199638424814,-0.09979169371667077,0.9999999647892047,0.0002630489922078754,3.52330377385594e-06,-3.4848274147991915e-05,0.07123403381959764,0.0007902524591424338,-0.00992377064254641,0.727842867576334,0.041179304111164314,0.9653046463290151,0.06163643397404617,0.512951919521702,-0.041179304111164314,0.8066559863187097,-0.06163643397404617
0.03,1.9336886001053512e-05,9.467803060538076e-06,-0.0022947087143260873,0.002271747464960406,0.0011001889987607917,-0.09265870317945973,0.999999622423324,0.00085988886144083,7.796655490863858e-06,-0.00012523399138477184,0.16750208648792278,0.0009078549214862944,-0.02622993435566527,0.9855444865410256,0.056560044593393366,1.311849865062508,0.08484993544969055,0.7042420915850756,-0.056560044593393366,1.1042176651829287,-0.08484993544969055
0.04,5.560434881598024e-05,2.6820362388410476e-05,-0.0030994826645107222,0.004981870327153549,0.0023534007141235514,-0.06861809706131142,0.9999978917108409,0.0020284228375638353,1.0929124222023686e-05,-0.00031930412500477104,0.2999125388016618,0.00031543026762227895,-0.05139509349658977,1.1819611435410446,0.0662614380471038,1.5859570877963864,0.10002034373303746,0.8610543160732814,-0.0662614380471038,1.3495434155479609,-0.10002034373303746
0.05,0.00012459719066566644,5.8876411440872126e-05,-0.0036243562603692817,0.008816859313473011,0.004022337298473807,-0.03790078042351565,0.9999921114425946,0.003916986890575968,9.483927792100848e-06,-0.0006589202840845893,0.4555183226634758,-0.0009650613776229595,-0.08444149903043117,1.3222336837945443,0.07149852233434008,1.8005672231754963,0.10939734583989716,0.9886370041960574,-0.07149852233434008,1.555655183842513,-0.10939734583989716
0.060000000000000005,0.00023694724159562284,0.00010905133931984201,-0.003841021202280265,0.013653302450065482,0.005952160864960421,-0.007629825286687483,0.9999775275933109,0.006599463022149959,1.168698646093177e-06,-0.0011795735041775848,0.6174919434251567,-0.0025253700681211726,-0.12379779904084473,1.4104658616145829,0.07349717011425735,1.9678868419775732,0.11533073412340959,1.0904929831724695,-0.07349717011425735,1.733694218339628,-0.11533073412340959
0.07,0.00040194252711499393,0.00017913681164788154,-0.00376525664262692,0.019345894362084563,0.007975828203861755,0.021947589035893413,0.999947542425652,0.01006319149082078,-1.3202258325035711e-05,-0.0019090303874920677,0.7680573141036999,-0.0035892192866695174,-0.16795278908234312,1.4502071542010495,0.07308982283650792,2.0991195248445975,0.11957087304308635,1.1686503450132528,-0.07308982283650792,1.892266624252123,-0.11957087304308635
0.08,0.0006275223178903305,0.0002693608803610216,-0.0033747104717260228,0.02577032299346664,0.009951510179646853,0.05529751033103936,0.9998949109501167,0.014210499560802437,-2.8003775900791265e-05,-0.0028684437705207757,0.8910017708881276,-0.0031203844813951264,-0.21579711512540667,1.4447011325020898,0.07077791201709636,2.2035604923356535,0.12326267027091738,1.2239776366621506,-0.07077791201709636,2.0366815762070365,-0.12326267027091738
0.09,0.0009205710031442188,0.00037873140828904894,-0.0026549326998759745,0.03284013296843492,0.011780951515786588,0.08707052154022513,0.9998136176390585,0.018871346677223073,-3.196452153796558e-05,-0.004074460775812746,0.9736012663625664,-8.434723377473809e-05,-0.266688526069086,1.397477644776613,0.06690253096142065,2.287821669884475,0.1271199694564499,1.2569811426454576,-0.06690253096142065,2.1687808820515535,-0.1271199694564499
0.09999999999999999,0.0012873083562254149,0.0005054887834748871,-0.0016503123995435449,0.0405090788108571,0.013412032503370414,0.11164129954666474,0.9997008026804809,0.023824316171302314,-8.874197423704965e-06,-0.005541389248830497,1.008021207132997,0.0061871954432474365,-0.32040769863573887,1.3136220056207684,0.06167455083286825,2.357156211897925,0.13142930691058202,1.268926422126073,-0.06167455083286825,2.2889132326930532,-0.13142930691058202
